POSTAL_CODE,lat,lon,temp_change,precip_change,humidity_change,wind_change
5302,-35.7191587,140.5964124,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5303,-35.2849868,140.7208989,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5304,-35.125203,140.8872648,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5306,-35.119745,139.7319925,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5307,-35.1433044,139.9777136,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5308,-34.7722978,139.9777136,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5309,-34.996704,140.265662,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5310,-34.6774727,140.3069088,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5311,-34.5909184,140.7624493,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5320,-33.9294188,139.4466005,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5321,-34.0848077,139.7933279,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5322,-34.1302474,139.8854497,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5330,-34.0363353,140.1009527,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5331,-34.2231267,140.3172249,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5332,-34.35170069999999,140.2862819,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5333,-34.5170872,140.4721736,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5340,-34.1492214,140.8872648,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5341,-33.7748397,140.5964124,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5342,-34.2003327,140.5756887,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5343,-34.3722813,140.534262,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5344,-34.2730065,140.5446161,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5345,-34.2654444,140.4514913,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5346,-34.2374624,140.4153139,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5350,-34.5777151,138.8347102,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5351,-34.6448853,138.9202828,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5352,-34.56091079999999,138.9404364,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5353,-34.5869221,139.3247147,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5354,-34.5686036,139.6503106,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5355,-34.44595750000001,139.0211225,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5356,-34.4061799,139.2435998,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5357,-34.4199277,139.6503106,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5360,-34.4471113,138.9102087,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5371,-34.4921044,138.7492675,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5372,-34.4378904,138.8196226,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5373,-34.275645,138.9202828,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5374,-34.1626435,139.284143,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5381,-33.8956642,139.0817124,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5400,-34.4458725,138.6589406,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5401,-34.2615181,138.6589406,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5410,-34.3312582,138.739224,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5411,-34.2604738,138.76936,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5412,-34.1465459,138.739224,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5413,-34.1275602,138.9202828,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5414,-33.9941359,138.8196226,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5415,-33.9036859,138.7794089,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5416,-33.8294999,138.7794089,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5417,-33.4148756,139.8547266,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5418,-33.4058554,139.1625989,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5419,-33.3414846,139.0009403,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5420,-33.2023242,138.8397403,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5421,-33.1438506,139.0211225,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5422,-32.8387684,138.9605972,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
5431,-32.7105779,138.6388879,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5432,-31.9350261,138.9605972,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
5433,-32.3680906,138.1597946,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5434,-31.701689,138.558749,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
5440,-31.3172034,140.3481835,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
5451,-34.039841,138.6589406,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5452,-33.9710045,138.6489134,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5453,-33.8487592,138.598804,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5454,-33.4777612,138.598804,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5455,-33.7064182,138.6589406,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5460,-34.2859564,138.5387323,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5461,-34.0789018,138.4387577,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5462,-33.8470065,138.4587382,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5464,-33.6765832,138.3589086,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5470,-33.5670227,138.4987208,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5471,-33.476513,138.4587382,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5472,-33.3859808,138.4187846,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5473,-33.2582737,138.37886,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5480,-33.07232,138.37886,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5481,-33.01787,138.1995591,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5482,-32.8593312,138.3589086,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5483,-32.8051307,138.1796732,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5485,-32.6132039,138.1200592,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5490,-33.1791929,138.4587382,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5491,-33.180034,138.598804,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5493,-33.0286337,138.7442455,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5495,-32.8889644,138.0208484,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5501,-34.4875437,138.3589086,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5502,-34.4801861,138.5187229,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5510,-33.936977,138.1399232,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5520,-33.8326543,138.1995591,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5521,-33.5267674,138.2194523,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5522,-33.6538303,137.9020367,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5523,-33.3562876,138.1200592,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5540,-33.2080635,138.1200592,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5550,-34.2009379,138.1995591,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5552,-34.1015997,137.9614096,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5554,-34.0020113,137.7243139,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5555,-33.8149381,137.8032284,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5556,-33.890435600000004,137.6553601,flat to +10%,> -50% Change,flat to -10%,flat to +10%
5558,-34.1251832,137.625836,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5560,-33.9141345,138.0406759,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5570,-34.2583548,137.9416114,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5571,-34.3615548,137.8822604,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5572,-34.2284298,137.7834888,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5573,-34.407519,137.6455169,flat to +10%,> -50% Change,flat to -10%,flat to +10%
5575,-34.8106597,137.5668376,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5576,-35.0282251,137.5668376,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5577,-35.0373927,137.2533007,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5580,-34.666651,137.7834888,flat to +10%,> -50% Change,flat to -10%,flat to +10%
5581,-34.7513478,137.8328517,flat to +10%,> -50% Change,flat to -10%,flat to +10%
5582,-34.8899072,137.7736217,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5583,-35.0643264,137.7144578,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5600,-32.882929,136.9028375,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
5601,-32.9317056,137.5864964,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5602,-33.4690808,136.9028375,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5603,-33.8733858,136.2474381,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5604,-34.0614409,136.3049196,flat to +10%,> -50% Change,flat to -10%,flat to +10%
5605,-34.4192193,136.018188,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5606,-34.7307511,135.8564576,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5607,-34.6576031,135.6763443,flat to +10%,> -50% Change,flat to -10%,flat to +10%
5608,-33.0338321,137.5324525,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
5609,-32.822392,137.7243139,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
5630,-34.4169609,135.6574246,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5631,-34.2818276,135.7142063,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5632,-34.0698315,135.5629394,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5633,-33.5972924,135.7900209,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5640,-33.5787333,136.400872,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5641,-32.9883959,136.1326778,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5642,-33.5692877,136.1326778,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5650,-33.2360098,135.7900209,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5651,-33.1344164,135.5629394,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5652,-33.0665995,135.4121561,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5653,-32.9265818,135.2618568,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5654,-32.9497718,134.9253354,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5655,-32.4398005,135.2243578,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5660,-32.5989662,134.6630541,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5661,-32.3815251,134.6630541,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5670,-33.48688570000001,135.1494505,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5671,-33.0665995,134.5878439,flat to +10%,> -50% Change,flat to -10%,flat to +10%
5680,-32.2048282,134.3236557,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5690,-30.1519003,131.9196471,flat to +10%,> -50% Change,flat to -10%,flat to +10%
5700,-32.6009669,137.8624914,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5701,-32.5751942,137.9812152,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5710,-32.5027232,137.872375,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
5713,-31.6199443,137.6061625,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
5715,-32.383461,137.2923893,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
5717,-31.9390427,135.9039689,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
5719,-30.1698856,134.0960311,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
5720,-30.0410068,136.670534,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
5722,-30.6369733,137.2142417,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
5723,-28.7292604,135.2993862,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
5724,-27.3285209,133.329466,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
5725,-30.4464984,136.7478493,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
5730,-30.9716152,138.2393528,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
5731,-28.8338937,140.3481835,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
5732,-30.73599159999999,139.2030851,+25% to +50%,> -50% Change,-25% to -50%,flat to +10%
5733,-28.1327889,138.3988186,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
5734,-26.8146446,136.516262,+10% to +25%,> -50% Change,-25% to -50%,flat to +10%
5950,-34.9454042,138.5237246,flat to +10%,> -50% Change,flat to -10%,flat to -10%
5960,-34.7897423,138.5237246,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6000,-31.9525739,115.8610488,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6003,-31.9470932,115.8588307,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6004,-31.9540106,115.8787926,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6005,-31.9577214,115.8373885,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6006,-31.9273539,115.8551339,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6007,-31.9365146,115.8373885,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6008,-31.9575626,115.8137261,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6009,-31.9820615,115.8107681,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6010,-31.9685608,115.7752703,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6011,-31.9956284,115.7604781,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6012,-32.0135412,115.7634366,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6014,-31.9389216,115.8018941,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6015,-31.9393057,115.7634366,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6016,-31.92060699999999,115.8373885,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6017,-31.9078253,115.8107681,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6018,-31.8917374,115.7871034,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6019,-31.896864,115.7634366,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6020,-31.825112,115.7516025,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6021,-31.8759953,115.8107681,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6022,-31.8514757,115.8137261,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6023,-31.8306124,115.7752703,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6024,-31.8335417,115.8107681,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6025,-31.7998382,115.7456852,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6026,-31.8042538,115.798936,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6027,-31.752231,115.7693535,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6028,-31.7239719,115.7279326,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6029,-31.87362389999999,115.7604781,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6030,-31.6986683,115.7220148,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6031,-31.6884631,115.7693535,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6032,-31.6459321,115.7693535,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6033,-31.5988865,115.7160969,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6034,-31.5877637,115.6687491,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6035,-31.536528,115.7338502,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6036,-31.6465364,115.692424,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6037,-31.4847915,115.6273131,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6038,-31.6171563,115.6805868,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6041,-31.3537325,115.5917918,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6042,-31.2638905,115.4615092,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6043,-31.1701738,115.4496624,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6044,-30.9330772,115.3548713,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6050,-31.9267875,115.8699209,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6051,-31.938255,115.9024493,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6052,-31.915616,115.884707,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6053,-31.9164799,115.9172336,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6054,-31.9007183,115.9408868,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6055,-31.8545729,115.9822747,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6056,-31.8602523,116.0532101,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6057,-31.948787,116.0118335,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6058,-31.9831525,116.0000104,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6059,-31.8843665,115.8699209,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6060,-31.9001174,115.8462613,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6061,-31.8682916,115.8462613,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6062,-31.88724839999999,115.9054062,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6063,-31.8689096,115.9408868,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6064,-31.8364571,115.8462613,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6065,-31.763241,115.816684,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6066,-31.836786,115.8935783,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6067,-31.8129911,115.9054062,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6068,-31.8224687,115.9349737,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6069,-31.7645555,116.005922,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6070,-31.9226334,116.0827607,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6071,-31.8922583,116.1004894,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6072,-31.9142343,116.1329888,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6073,-31.9256022,116.165484,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6074,-31.9747933,116.2540856,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6076,-31.9956933,116.1595761,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6077,-31.7529847,115.8640062,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6078,-31.6012588,115.8285153,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6079,-31.7507557,115.9231471,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6081,-31.8606768,116.1477598,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6082,-31.739438,116.3131356,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6083,-31.7311075,116.2068354,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6084,-31.5660082,116.0886704,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6090,-31.8600127,115.8965353,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6100,-31.9660425,115.8965353,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6101,-31.9846562,115.9083631,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6102,-32.0058457,115.9083631,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6103,-31.9608819,115.9201904,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6104,-31.9456987,115.9290605,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6105,-31.9657302,115.9586253,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6106,-31.991505,115.9497562,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6107,-32.0121014,115.9645378,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6108,-32.0570426,115.9527126,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6109,-32.0440832,116.0118335,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6110,-32.07722580000001,116.0295671,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6111,-32.1384821,116.1832068,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6112,-32.1670352,116.005922,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6121,-32.216928,115.9231471,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6122,-32.2702417,116.0650307,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6123,-32.2898615,116.0000104,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6124,-32.3759261,116.1595761,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
6125,-32.3755625,115.9704503,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6126,-32.4363721,116.0295671,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6147,-32.0443356,115.9261038,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6148,-32.0349098,115.8965353,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6149,-32.0671284,115.8580914,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6150,-32.0584003,115.8373885,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6151,-31.9797919,115.8699209,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6152,-32.0115829,115.8699209,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6153,-32.0253285,115.8433037,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6154,-32.0397876,115.8255575,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6155,-32.0819784,115.91132,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6156,-32.0396369,115.8018941,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6157,-32.0381954,115.7841452,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6158,-32.0367504,115.7663951,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6159,-32.0353019,115.7486438,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6160,-32.0539328,115.7604781,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6161,-32.0035186,115.5148137,flat to +10%,> -50% Change,flat to -10%,flat to -10%
6162,-32.068544,115.7663951,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6163,-32.0865957,115.7930198,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6164,-32.1346584,115.8640062,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6165,-32.1964799,115.798936,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6166,-32.146131,115.7871034,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6167,-32.2244737,115.8403461,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6168,-32.2822732,115.7693535,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6169,-32.32457,115.7693535,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6170,-32.2679505,115.8107681,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6171,-32.3222184,115.8285153,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6172,-32.3760083,115.7516025,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6173,-32.4051251,115.7634366,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6174,-32.4262528,115.7634366,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6175,-32.4466752,115.754561,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6176,-32.4250674,115.7930198,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6180,-32.4764663,115.7752703,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6181,-32.492398,115.798936,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6182,-32.4358225,115.8403461,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6207,-32.5233883,116.0650307,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6208,-32.6440296,115.8048521,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6209,-32.5517284,115.7930198,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6210,-32.5461633,115.7220148,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6211,-32.7093444,115.6509915,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6213,-32.6655306,116.0886704,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6214,-32.7545745,115.7811869,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6215,-32.8757647,115.8994923,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6218,-32.9571735,115.8640062,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6220,-33.0016541,116.0886704,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6221,-33.1748078,115.9704503,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6223,-33.1723075,115.8403461,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6224,-33.229939,115.8640062,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6225,-33.3775705,116.2777073,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6226,-33.292782,115.8640062,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6227,-33.3242404,115.816684,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6228,-33.3347411,115.7693535,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6229,-33.35176879999999,115.7160969,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6230,-33.3870825,115.6273131,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6232,-33.3072511,115.7279326,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6233,-33.1853877,115.7338502,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
6236,-33.4470807,115.8758354,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6237,-33.4891504,115.6865054,flat to +10%,> -50% Change,flat to -10%,flat to +10%
6239,-33.6142021,115.8758354,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6240,-33.5434759,115.9586253,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
6243,-33.7170631,116.1595761,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
